CAMPANHA JUNHO / 2016,,,,Preço Tabela,,,,Antecipação,,,,,,,,,,,,,,,
Macro-Segmento,Segmento,MCC,Nome MCC,Créd. à Vista,PSJ <= 6,PSJ > 6,DÉBITO,ElegÍvel  (Sim / Não),Período Carência,,,,,,,,,,,,,,
CONSTRUÇÃO, REFORMA E DECORAÇÃO,SERVIÇOS DE REFORMA E CONSTRUÇÃO,5996,Piscinas e Banheiras - Serviços, Suprimentos e vendas,3.64%,4.41%,4.86%,2.06%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS VAREJOS,LOJAS ESPECIALIZADAS,5999,Lojas especializadas não listadas anteriomente,3.68%,4.27%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
INSTITUIÇÃO FINANCEIRA,INSTITUIÇÃO FINANCEIRA,6012,Bancos / Lojas de Poupança e Instituições Financei,3.74%,4.86%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS FINANCEIROS,6051,Casas de Cambio,4.08%,4.90%,5.16%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SEGUROS,6211,Corretor de Seguros,3.51%,4.25%,4.86%,2.28%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SEGUROS,6300,Seguros em Geral - Vendas e Prêmios,3.64%,4.41%,4.86%,2.17%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,6513,Imobiliárias,3.61%,4.39%,4.86%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
TURISMO,HOTÉIS,7011,Hoteis / Resorts / Pousadas / Moteis,3.53%,4.15%,4.76%,2.26%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7033,Camping e Estacionamento de Trailers,3.05%,3.71%,4.76%,2.26%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,MANUTENÇÃO DO LAR,7210,Lavanderias,3.61%,4.39%,4.86%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,MANUTENÇÃO DO LAR,7211,Lavanderia Auto-Serviço ,3.68%,4.27%,4.54%,2.12%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,MANUTENÇÃO DO LAR,7216,Serviços de Lavagem a Seco,3.64%,4.41%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
ELETRÔNICOS E INFORMÁTICA,FOTO,7221,Estúdios Fotográficos,3.64%,4.41%,4.86%,2.35%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,ESTÉTICA,7230,Salao de Beleza / Barbearia / Depilação / Manicure,3.71%,4.50%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
VESTUÁRIO E MODA,CALÇADOS E ACESSÓRIOS,7251,Sapataria ,3.26%,3.97%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,DEMAIS SERVIÇOS,7261,Funerárias / Crematórios,3.61%,4.39%,4.86%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,DEMAIS SERVIÇOS,7273,Acompanhantes e Agências de Casamento,2.92%,3.39%,3.66%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7276,Cartórios,3.68%,4.27%,4.54%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
VESTUÁRIO E MODA,ROUPAS,7296,Aluguel de Roupas,3.57%,4.34%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,ESTÉTICA,7297,Casas de Massagem,3.64%,4.41%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,ESTÉTICA,7298,Clínicas de Estética Facial / Corporal ,3.68%,4.27%,4.54%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,ESTÉTICA,7299,Outros Serviços (NÃO CLASSIFICADOS EM OUTRA CATEGORIA)          ,3.68%,4.27%,4.54%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7311,Serviços de Publicidade (Anuncios e propaganda),3.40%,3.93%,4.26%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7333,Graficas,3.64%,4.41%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7338,Copias / Fotocopias,3.61%,4.39%,4.86%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,MANUTENÇÃO DO LAR,7342,Dedetização e Desinfecção,3.64%,4.42%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7349,Serviços de Manutenção e Limpeza de Edifícios,3.71%,4.50%,4.86%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7361,Agências de Emprego,3.64%,4.41%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7372,Serviços de Programação de Computadores e Processamento de Dados,3.64%,4.42%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
ELETRÔNICOS E INFORMÁTICA,CONSERTOS DE ELETRONICOS E INFORMATICA,7379,Consertos de Computadores,3.64%,4.41%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7392,Consultoria Empresarial,3.64%,4.42%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7393,Serviços de Segurança,3.64%,4.42%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
CONSTRUÇÃO, REFORMA E DECORAÇÃO,MÓVEIS E DECORAÇÕES,7394,Aluguel de Equipamento e Mobília de Escritórios ,3.64%,4.41%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
ELETRÔNICOS E INFORMÁTICA,FOTO,7395,Laboratorios Fotograficos,3.64%,4.41%,4.86%,2.35%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,7399,Gerenciamento de Escritórios,3.64%,4.42%,4.86%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
TURISMO,ALUGUEL DE CARROS,7512,Locadoras de Veiculos,3.15%,3.82%,4.76%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
TURISMO,ALUGUEL DE CARROS,7513,Aluguel de Caminhões / Peruas / Vans,3.37%,3.91%,4.76%,2.35%,Não,Não Aplicavel,,,,,,,,,,,,,,
AUTOMOTIVO,SERVIÇOS AUTOMOTIVOS,7523,Estacionamento,3.46%,3.96%,4.16%,1.76%,Sim,30 dias,,,,,,,,,,,,,,
AUTOMOTIVO,SERVIÇOS AUTOMOTIVOS,7531,Funilaria e Pintura Automotiva,3.71%,4.41%,4.86%,2.06%,Sim,30 dias,,,,,,,,,,,,,,
AUTOMOTIVO,SERVIÇOS AUTOMOTIVOS,7534,Borracharia,3.57%,4.34%,4.86%,2.06%,Sim,30 dias,,,,,,,,,,,,,,
AUTOMOTIVO,SERVIÇOS AUTOMOTIVOS,7538,Oficinas Automotivas,3.64%,4.41%,4.86%,2.06%,Sim,30 dias,,,,,,,,,,,,,,
AUTOMOTIVO,SERVIÇOS AUTOMOTIVOS,7542,Lava Rapido,3.71%,4.41%,4.86%,2.06%,Sim,30 dias,,,,,,,,,,,,,,
AUTOMOTIVO,SERVIÇOS AUTOMOTIVOS,7549,Guincho,3.46%,3.96%,4.16%,1.76%,Sim,30 dias,,,,,,,,,,,,,,
ELETRÔNICOS E INFORMÁTICA,CONSERTOS DE ELETRONICOS E INFORMATICA,7622,Consertos de Rádios, TVs e Aparelho de Som,3.64%,4.41%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
ELETRÔNICOS E INFORMÁTICA,CONSERTOS DE ELETRONICOS E INFORMATICA,7623,Consertos de Ar-condicionado e Refrigeração,3.37%,4.07%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
ELETRÔNICOS E INFORMÁTICA,CONSERTOS DE ELETRONICOS E INFORMATICA,7629,Consertos de Eletrodomésticos Pequenos e Máquinas Comerciais,3.64%,4.41%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
VESTUÁRIO E MODA,JOALHERIAS,7631,Conserto de Relogios e Joias,3.26%,3.97%,4.86%,2.38%,Sim,30 dias,,,,,,,,,,,,,,
CONSTRUÇÃO, REFORMA E DECORAÇÃO,MÓVEIS E DECORAÇÕES,7641,Reparo e Restauracao de Moveis,2.98%,3.61%,4.86%,2.06%,Sim,30 dias,,,,,,,,,,,,,,
CONSTRUÇÃO, REFORMA E DECORAÇÃO,SERVIÇOS DE REFORMA E CONSTRUÇÃO,7692,Serralheiros e Soldadores,3.64%,4.41%,4.86%,2.06%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,MANUTENÇÃO DO LAR,7699,Consertos diversos,3.61%,4.39%,4.86%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7829,Produtores e Distribuidores de Filmes,3.08%,3.74%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7832,Cinemas,3.37%,4.07%,4.86%,2.38%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7841,Locadoras de Filmes,3.68%,4.31%,4.86%,2.56%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7911,Dança (Estudios, Escolas e Salões),3.68%,4.27%,4.54%,2.35%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7922,Teatro / Shows / Concertos / Grupos de Dança / Grupos Carnavalescos,3.05%,3.71%,4.76%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7929,Bandas, Orquestras e Artistas Diversos,3.05%,3.71%,4.76%,2.26%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7932,Casas de Bilhar,3.08%,3.74%,4.76%,2.35%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7933,Boliche,3.08%,3.74%,4.76%,2.35%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7941,Campos e Quadras de Esporte,3.49%,4.06%,4.76%,2.31%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7991,Museus / Jardins Botânicos / Exposições,3.05%,3.71%,4.76%,2.26%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7994,Lojas de Diversão / Video Game / Lan House / Ciber Café,3.08%,3.74%,4.76%,2.35%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7995,Apostas, Casas Lotericas, Bingos ,3.15%,3.82%,4.76%,2.28%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7996,Parques Temáticos e de Diversões, Circos e Atividades Exotéricas,3.71%,4.41%,4.86%,2.06%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7997,Academias / Clubes,3.64%,4.41%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7998,Aquários e Zoológicos,3.64%,4.41%,4.86%,2.56%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,LAZER E RECREAÇÃO,7999,Recreação e Entretenimento,3.71%,4.41%,4.86%,2.56%,Não,Não Aplicavel,,,,,,,,,,,,,,
SAÚDE,CLÍNICAS E CONSULTORIOS,8011,Médicos (Clínicas e Consultórios),3.18%,3.81%,4.06%,2.12%,Sim,30 dias,,,,,,,,,,,,,,
SAÚDE,CLÍNICAS E CONSULTORIOS,8021,Dentistas e Ortodontistas (Clínicas e Consultórios),3.15%,3.82%,4.26%,2.33%,Sim,30 dias,,,,,,,,,,,,,,
SAÚDE,CLÍNICAS E CONSULTORIOS,8031,Ortopedistas (Clínicas e Consultórios),3.15%,3.82%,4.26%,2.33%,Sim,30 dias,,,,,,,,,,,,,,
SAÚDE,CLÍNICAS E CONSULTORIOS,8041,Quiropraxia e Fisioterapia,3.15%,3.82%,4.26%,2.33%,Sim,30 dias,,,,,,,,,,,,,,
SAÚDE,ÓCULOS, PRÓTESES E APARELHOS,8043,Óticas e Produtos Óticos,2.98%,3.61%,4.86%,2.47%,Sim,30 dias,,,,,,,,,,,,,,
SAÚDE,CLÍNICAS E CONSULTORIOS,8050,Casas de Repouso, Clínicas de Recuperação e Serviços de Enfermagem,3.40%,3.93%,4.19%,2.23%,Sim,30 dias,,,,,,,,,,,,,,
SAÚDE,HOSPITAIS E LABORATÓRIOS,8062,Hospitais,3.57%,4.34%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
SAÚDE,HOSPITAIS E LABORATÓRIOS,8071,Laboratórios Médicos e Odontológicos,3.40%,3.93%,4.19%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
SAÚDE,CLÍNICAS E CONSULTORIOS,8099,Serviço Especializado de Saúde,3.57%,4.34%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,8111,Escritório de Advocacia,2.64%,3.22%,4.76%,2.39%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,EDUCAÇÃO,8211,Escolas de Ensino fundamental e Médio,2.90%,3.36%,3.66%,2.18%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,EDUCAÇÃO,8220,Ensino Superior ,2.90%,3.36%,3.76%,2.18%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,EDUCAÇÃO,8244,Treinamentos de Escritório,3.68%,4.27%,4.54%,2.35%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,EDUCAÇÃO,8249,Escolas Profissionalizantes,2.92%,3.39%,3.59%,2.35%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,EDUCAÇÃO,8299,Extra-curriculares e Auto-Escola,3.39%,4.11%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,EDUCAÇÃO,8351,Creches, Berçários e Pré-Escola,3.53%,4.28%,4.86%,2.56%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,ONGs E ASSOCIAÇÕES,8398,Organizações de Serviços Beneficientes e Sociais,3.68%,4.27%,4.54%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,ONGs E ASSOCIAÇÕES,8641,Associações Cívicas e Sociais,3.54%,4.10%,4.76%,2.26%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,ONGs E ASSOCIAÇÕES,8651,Organizações Políticas,4.01%,4.62%,4.88%,2.69%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,ONGs E ASSOCIAÇÕES,8661,Organizações Religiosas,3.26%,3.97%,4.86%,2.06%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,ONGs E ASSOCIAÇÕES,8699,Organizações Sindicais, Associações Culturais e e outras associações não classificadas,3.37%,3.91%,4.76%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,8734,Serviços de Certificação e Inspeção para Outros Comércios,3.87%,4.51%,4.86%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
CONSTRUÇÃO, REFORMA E DECORAÇÃO,SERVIÇOS DE REFORMA E CONSTRUÇÃO,8911,Arquitetura / Engenharia,3.64%,4.41%,4.86%,2.35%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,SERVIÇOS DE ESCRITÓRIO E ADMINISTRATIVOS,8931,Servicos de Auditoria e Contabilidade,3.39%,4.11%,4.86%,2.17%,Sim,30 dias,,,,,,,,,,,,,,
OUTROS SERVIÇOS,DEMAIS SERVIÇOS,8999,Outros serviços profissionais de especializados,3.90%,4.53%,4.86%,2.22%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,GOVERNO,9399,Serviços Governamentais,3.26%,3.97%,4.86%,2.06%,Não,Não Aplicavel,,,,,,,,,,,,,,
OUTROS SERVIÇOS,GOVERNO,9402,Correios,3.81%,4.51%,4.86%,2.26%,Sim,30 dias,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Descrição,Preço Tabela,,,,,,,,,,,,,,,,,,,,,,
POS GPRS,129,,,,,,,,,,,,,,,,,,,,,,
POS BLUETOOTH,129,,,,,,,,,,,,,,,,,,,,,,
POS DISCADO,89,,,,,,,,,,,,,,,,,,,,,,
POS INTERNET,79,,,,,,,,,,,,,,,,,,,,,,
Aluguel PINPAD,21,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Taxa de Adesão,49,,,,,,,,,,,,,,,,,,,,,,
Taxa de Conectividade*,10,,,,,,,,,,,,,,,,,,,,,,
* Quando o Estabelecimento comercial utilizar a solução NTK o preço de tabela de Conectividade será R$14,00, sem alçada de isenção.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
